SMILES Labelled
"CO[C:34]1=[CH:33][CH:32]=[C:31](/[CH:20]=[C:21](\C[N+]2=CC=C(N3CCOCC3)C=C2)[C:22](C)=[O:23])[CH:43]=[CH:44]1.O=C(C1=CC=CC=C1)[CH-:10][N+:61]1=[CH:62][CH:63]=[CH:64][C:71]2=[C:72]1C=CC=C2>>CO[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]([CH:10](C(=O)C2=CC=CC=C2)[N+:61]2=[CH:62][CH:63]=[CH:64][C:71]3=[C:72]2C=CC=C3)[C:21](C[N+]2=CC=C(N3CCOCC3)C=C2)=[C:22](C)[O-:23])[CH:43]=[CH:44]1 10=20;20,21=21,22;22,23=23"
"C1=CC=C([N:31]=[C:20]=[O:21])C=C1.C[C:13](C)=[CH:12][CH:11]=[CH2:10]>>C[C+:13](C)[CH:12]=[CH:11][CH2:10][C:20]([O-:21])=[N:31]C1=CC=CC=C1 10,11=10,20;12,13=11,12;20,21=21"
"CN1CC[C:11]([N:12]2CCOCC2)=[CH:10]C1.F[C:33]1=[CH:34][C:35](F)=[CH:36][C:31]([CH+:20][C:41]2=[CH:42][CH:43]=[CH:44][C:45](F)=[CH:46]2)=[CH:32]1>>CN1CC[C:11](=[N+:12]2CCOCC2)[CH:10]([CH:20]([C:31]2=[CH:32][C:33](F)=[CH:34][C:35](F)=[CH:36]2)[C:41]2=[CH:42][CH:43]=[CH:44][C:45](F)=[CH:46]2)C1 10,11=10,20;12=11,12"
"C1=CC=C([P:61](C2=CC=CC=C2)([CH:10]=[C:11]=[N-:12])=[O:62])C=C1.F[C:33]1=[CH:34][CH:35]=[CH:36][C:31]([CH+:20][CH:41]=[CH:42][C:53]2=[CH:54][C:55](F)=[CH:56][CH:57]=[CH:58]2)=[CH:32]1>>F[C:33]1=[CH:34][CH:35]=[CH:36][C:31]([CH:20]([CH:10]([C:11]#[N:12])[P:61](C2=CC=CC=C2)(C2=CC=CC=C2)=[O:62])[CH:41]=[CH:42][C:53]2=[CH:54][C:55](F)=[CH:56][CH:57]=[CH:58]2)=[CH:32]1 10,11=10,20;12=11,12"
C=CC[NH2:10].CO[C:34]1=[CH:33][CH:32]=[C:31]([C+:20]([C:41]2=[CH:42][CH:43]=[C:44](OC)[CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1>>C=CC[NH2+:10][C:20]([C:31]1=[CH:32][CH:33]=[C:34](OC)[CH:35]=[CH:36]1)([C:41]1=[CH:42][CH:43]=[C:44](OC)[CH:45]=[CH:46]1)[C:51]1=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]1 10=20
C1=CC=C(O[C:44]2=[CH:43][CH:42]=[C:41]([CH+:20][C:31]3=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]3)[CH:46]=[CH:45]2)C=C1.FC(F)(F)[S:61]([CH-:10][C:81]1=[CH:82][CH:83]=[C:84]([C:85]#[N:86])[CH:93]=[CH:92]1)(=[O:62])=[O:72]>>FC(F)(F)[S:61]([CH:10]([CH:20]([C:31]1=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1)[C:41]1=[CH:42][CH:43]=[C:44](OC2=CC=CC=C2)[CH:45]=[CH:46]1)[C:81]1=[CH:82][CH:83]=[C:84]([C:85]#[N:86])[CH:93]=[CH:92]1)(=[O:62])=[O:72] 10=20
"CC(C)(C1=C(I)C=CC=C1)[O:21][S:20]C(F)(F)F.C[C:11]1=[CH:10]C2=C(C=CC=C2)[N:12]1C>>CC(C)(C1=C(I)C=CC=C1)[O-:21].C[C:11]1=[N+:12](C)C2=C(C=CC=C2)[CH:10]1[S:20]C(F)(F)F 10,11=10,20;12=11,12;20,21=21"
"COC1=CC=[N+](C/[C:21](=[CH:20]\[C:31]2=[CH:32][CH:33]=[C:34](OC)[CH:44]=[CH:43]2)[C:22](C)=[O:23])C=C1.C[N:10]1CCCCC1>>COC1=CC=[N+](C[C:21]([CH:20]([N+:10]2(C)CCCCC2)[C:31]2=[CH:32][CH:33]=[C:34](OC)[CH:44]=[CH:43]2)=[C:22](C)[O-:23])C=C1 10=20;20,21=21,22;22,23=23"
"C1C[CH:10]=[C:11]([N:12]2CCOCC2)C1.C1C[N+]2(C[C:21]3=[CH:20][C:31]4=[C:32](O[C:22]3=[O:23])[CH:33]=[CH:34][CH:35]=[CH:36]4)CCN1CC2>>C1C[CH:10]([CH:20]2[C:21](C[N+]34CCN(CC3)CC4)=[C:22]([O-:23])O[C:32]3=[C:31]2[CH:36]=[CH:35][CH:34]=[CH:33]3)[C:11](=[N+:12]2CCOCC2)C1 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"C[C:81]([C-:10]1CCC[O:72][C:61]1=[O:62])=[O:82].C[N:51]1C(=S)[N:52](C)[C:32](=[O:33])[C:21](=[CH:20][C:41]2=[CH:42][C:43]3=[C:44]4N(CCC3)CCC[C:45]4=[CH:46]2)[C:22]1=[O:23]>>C[N:51]1C(=S)[N:52](C)[C:32](=[O:33])[C:21]([CH:20]([C:10]2([C:81](C)=[O:82])CCC[O:72][C:61]2=[O:62])[C:41]2=[CH:42][C:43]3=[C:44]4N(CCC3)CCC[C:45]4=[CH:46]2)=[C:22]1[O-:23] 10=20;20,21=21,22;22,23=23"
"CO[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]=[C:21]2[C:22](=[O:23])C3=C(C=CC=C3)[C:32]2=[O:33])[CH:36]=[CH:35]1.[NH2:10][NH:61][CH:62]=[O:63]>>CO[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]([NH2+:10][NH:61][CH:62]=[O:63])[C:21]2=[C:22]([O-:23])C3=C(C=CC=C3)[C:32]2=[O:33])[CH:36]=[CH:35]1 10=20;20,21=21,22;22,23=23"
"CC1=CC=C([C@H]2N(C)C(=O)[C@H](CC3=CC=CC=C3)[N:12]2/[CH:11]=[CH:10]/C2=CC=CC=C2)O1.C[C:21]1=[CH:20]CC[C:22]1=[O:23]>>CC1=CC=C([C@H]2N(C)C(=O)[C@H](CC3=CC=CC=C3)[N+:12]2=[CH:11][CH:10](C2=CC=CC=C2)[CH:20]2CC[C:22]([O-:23])=[C:21]2C)O1 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"COC(=O)C1CCC[N:12]1[C:11]1=[CH:10]CCCC1.CO[C:34]1=[CH:33][CH:32]=[C:31]([C+:20]([C:41]2=[CH:42][C:43](C)=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1>>COC(=O)C1CCC[N+:12]1=[C:11]1CCCC[CH:10]1[C:20]([C:31]1=[CH:32][CH:33]=[C:34](OC)[CH:35]=[CH:36]1)([C:41]1=[CH:42][C:43](C)=[CH:44][CH:45]=[CH:46]1)[C:51]1=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]1 10,11=10,20;12=11,12"
"C1=CC=C(C[O:33][C:22](/[N:21]=[N:20]/[C:41](=[O:42])[O:43]CC2=CC=CC=C2)=[O:23])C=C1.CC[O:82][C:71]([C-:10](C)[C:61](=[O:62])[O:92]CC)=[O:72]>>CC[O:82][C:71]([C:10](C)([N:20]([N:21]=[C:22]([O-:23])[O:33]CC1=CC=CC=C1)[C:41](=[O:42])[O:43]CC1=CC=CC=C1)[C:61](=[O:62])[O:92]CC)=[O:72] 10=20;20,21=21,22;22,23=23"
"CC[O:33][C:22](/[CH:21]=[CH:20]\[C:41](=[O:42])[O:52]CC)=[O:23].O=[N+]([O-])C1=CC=C([C:61]([O-:10])=[O:62])C=C1>>CC[O:33][C:22](=[CH:21][CH:20]([O:10][C:61](C1=CC=C([N+](=O)[O-])C=C1)=[O:62])[C:41](=[O:42])[O:52]CC)[O-:23] 10=20;20,21=21,22;22,23=23"
"CO[C:44]1=[CH:43][CH:42]=[C:41]([CH:20]=[C:21]2[CH:22]=[C:23](Br)[C:24](=[O:25])[C:33](Br)=[CH:32]2)[CH:46]=[CH:45]1.C[O:16][C:15]1=[CH:14][CH:13]=[C:12]([C:11]([H:10])([C:72]2=[CH:73][CH:74]=[C:75]([O:86]C)[CH:84]=[CH:83]2)[C:92]2=[CH:93][CH:94]=[CH:95][CH:104]=[CH:103]2)[CH:63]=[CH:64]1>>CO[C:44]1=[CH:43][CH:42]=[C:41]([CH:20]([H:10])[C:21]2=[CH:22][C:23](Br)=[C:24]([O-:25])[C:33](Br)=[CH:32]2)[CH:46]=[CH:45]1.C[O+:16]=[C:15]1[CH:14]=[CH:13][C:12](=[C:11]([C:72]2=[CH:73][CH:74]=[C:75]([O:86]C)[CH:84]=[CH:83]2)[C:92]2=[CH:93][CH:94]=[CH:95][CH:104]=[CH:103]2)[CH:63]=[CH:64]1 10,11=10,20;12,13=11,12;14,15=13,14;16=15,16;20,21=21,22;22,23=23,24;24,25=25"
"C1=CC=C(/[CH:20]=[CH:21]/[C:22]#[N:23])C=C1.CC[O:72][C:61]([C:10](C)=[P:11](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)=[O:62]>>CC[O:72][C:61]([C:10](C)([P+:11](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[CH:20](C1=CC=CC=C1)[CH:21]=[C:22]=[N-:23])=[O:62] 10,11=10,20;20,21=21,22;22,23=23"
"CC[O:34][C:32]([C:21](=[CH:20][C:41]1=[CH:42][C:43](Cl)=[CH:44][CH:45]=[CH:46]1)[C:22](=[O:23])[O:39]CC)=[O:33].C[N:12]1[CH:11]=[CH:10][C:62]2=[C:61]1[CH:66]=[CH:65][C:64]([B-:82](F)(F)F)=[CH:63]2>>CC[O:34][C:32]([C:21]([CH:20]([CH:10]1[CH:11]=[N+:12](C)[C:61]2=[C:62]1[CH:63]=[C:64]([B-:82](F)(F)F)[CH:65]=[CH:66]2)[C:41]1=[CH:42][C:43](Cl)=[CH:44][CH:45]=[CH:46]1)=[C:22]([O-:23])[O:39]CC)=[O:33] 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CN(C)[C:34]1=[CH:33][CH:32]=[C:31](/[CH:20]=[C:21]2/C3=CC=CC=C3[N+:23](C)=[CH:22]2)[CH:36]=[CH:35]1.C[Si:11](C)(Cl)[H:10]>>CN(C)[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]([H:10])[C:21]2=[CH:22][N:23](C)C3=CC=CC=C32)[CH:36]=[CH:35]1.C[Si+:11](C)Cl 10,11=10,20;20,21=21,22;22,23=23"
"F[C:33]1=[CH:34][CH:35]=[CH:36][C:31]([CH+:20][C:41]2=[CH:42][CH:43]=[CH:44][C:45](F)=[CH:46]2)=[CH:32]1.[O+]#C[Mo-3:11]1234(C#[O+])([P+](C5=CC=CC=C5)(C5=CC=CC=C5)C5=CC=CC=C5)([H:10])C5C1C2C3C54>>F[C:33]1=[CH:34][CH:35]=[CH:36][C:31]([CH:20]([H:10])[C:41]2=[CH:42][CH:43]=[CH:44][C:45](F)=[CH:46]2)=[CH:32]1.[O+]#C[Mo-2:11]1234(C#[O+])([P+](C5=CC=CC=C5)(C5=CC=CC=C5)C5=CC=CC=C5)C5C1C2C3C54 10,11=10,20"
"CC1(C)[O:33][C:31](=[O:32])[C:21](=[CH:20][C:41]2=[CH:42][C:43]3=[C:44]4N(CCC3)CCC[C:45]4=[CH:46]2)[C:22](=[O:23])[O:39]1.C[Si](C)(C)C12[C:62]3([C:11](=[CH2:10])[C:82]4=[CH:83][CH:84]=[CH:85][CH:94]=[CH:93]4)[Co-3:63]1(C#[O+])(C#[O+])(C#[O+])[Co-3:73]23(C#[O+])(C#[O+])C#[O+]>>CC1(C)[O:33][C:31](=[O:32])[C:21]([CH:20]([CH2:10][C+:11]([C:62]23C4([Si](C)(C)C)[Co-3:63]2(C#[O+])(C#[O+])(C#[O+])[Co-3:73]43(C#[O+])(C#[O+])C#[O+])[C:82]2=[CH:83][CH:84]=[CH:85][CH:94]=[CH:93]2)[C:41]2=[CH:42][C:43]3=[C:44]4N(CCC3)CCC[C:45]4=[CH:46]2)=[C:22]([O-:23])[O:39]1 10,11=10,20;20,21=21,22;22,23=23"
"CO[C:44]1=[CH:43][CH:42]=[C:41]([CH:20]=[C:21]2[CH:22]=[C:23](Br)[C:24](=[O:25])[C:33](Br)=[CH:32]2)[CH:46]=[CH:45]1.C[Si:11](C)(C)[H:10]>>CO[C:44]1=[CH:43][CH:42]=[C:41]([CH:20]([H:10])[C:21]2=[CH:22][C:23](Br)=[C:24]([O-:25])[C:33](Br)=[CH:32]2)[CH:46]=[CH:45]1.C[Si+:11](C)C 10,11=10,20;20,21=21,22;22,23=23,24;24,25=25"
"CC1=CC(C)=C(C(C)C[CH+:20][C:31]2=[C:32](C)[CH:33]=[C:34](C)[CH:35]=[C:36]2C)C(C)=C1.CC1=CC=[C:10]([B-:11]2(C3=CC=C(N(C)C)C=C3)[O:12]C(C)(C)C(C)(C)[O:62]2)S1>>CC1=CC(C)=C(C(C)C[CH:20]([C:10]2=CC=C(C)S2)[C:31]2=[C:32](C)[CH:33]=[C:34](C)[CH:35]=[C:36]2C)C(C)=C1.CN(C)C1=CC=C([B-:11]2=[O+:12]C(C)(C)C(C)(C)[O:62]2)C=C1 10,11=10,20;12=11,12"
"C1=CC=C(/[CH:10]=[C:11](/[N:12]2CCCC2)[C:62]2=[CH:63][CH:64]=[CH:65][CH:74]=[CH:73]2)C=C1.C1=CC=C([P:22](C2=CC=CC=C2)(/[N:21]=[CH:20]/[C:31]2=[CH:32][CH:33]=[CH:34][CH:36]=[CH:35]2)=[O:23])C=C1>>C1=CC=C([CH:10]([C:11](=[N+:12]2CCCC2)[C:62]2=[CH:63][CH:64]=[CH:65][CH:74]=[CH:73]2)[CH:20]([N:21]=[P:22](C2=CC=CC=C2)(C2=CC=CC=C2)[O-:23])[C:31]2=[CH:32][CH:33]=[CH:34][CH:36]=[CH:35]2)C=C1 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"FC(F)(F)[C:63]1=[CH:64][C:73](C(F)(F)F)=[CH:72][C:61]([S-:10])=[CH:62]1.[O-][N+]1=[C:33]2[C:32](=NO1)[C:21]([N+:22]([O-])=[O:23])=[CH:20][C:41]1=[N+:42]([O-])O[N:35]=[C:34]21>>[O-][N+]1=[C:33]2[C:32](=NO1)[C:21](=[N+:22]([O-])[O-:23])[CH:20]([S:10][C:61]1=[CH:62][C:63](C(F)(F)F)=[CH:64][C:73](C(F)(F)F)=[CH:72]1)[C:41]1=[N+:42]([O-])O[N:35]=[C:34]21 10=20;20,21=21,22;22,23=23"
"CO[C:34]1=[CH:33][CH:32]=[C:31](/[CH:20]=[C:21]2/C3=CC=CC=C3[N+:23](C)=[CH:22]2)[CH:36]=[CH:35]1.C[C:61]([CH-:10][C:81](C1=CC=CC=C1)=[O:82])=[O:62]>>CO[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]([CH:10]([C:61](C)=[O:62])[C:81](C2=CC=CC=C2)=[O:82])[C:21]2=[CH:22][N:23](C)C3=CC=CC=C32)[CH:36]=[CH:35]1 10=20;20,21=21,22;22,23=23"
"CC(C)[C@H]1CC[N:62]2C3=C(C=CC=C3)[S:72][C:61]2=[N:10]1.CO[C:54]1=[CH:53][CH:52]=[C:51]([CH:20]=[C:21]2[S:32](=[O:33])(=[O:34])C3=C(C=CC=C3)[S:42]2(=[O:43])=[O:44])[CH:55]=[CH:56]1>>CO[C:54]1=[CH:53][CH:52]=[C:51]([CH:20]([N+:10]2=[C:61]3[N:62](CC[C@@H]2C(C)C)C2=C(C=CC=C2)[S:72]3)[C-:21]2[S:32](=[O:33])(=[O:34])C3=C(C=CC=C3)[S:42]2(=[O:43])=[O:44])[CH:55]=[CH:56]1 10=20;20,21=21"
"C1C[N:12]2CC[S:62][C:11]2=[N:10]1.CO[C:44]1=[CH:43][CH:42]=[C:41]([CH:20]=[C:21]2[C:22](=[O:23])[N:51](C)C(=O)[N:52](C)[C:32]2=[O:33])[CH:46]=[CH:45]1>>CO[C:44]1=[CH:43][CH:42]=[C:41]([CH:20]([N:10]2CC[N+:12]3=[C:11]2[S:62]CC3)[C:21]2=[C:22]([O-:23])[N:51](C)C(=O)[N:52](C)[C:32]2=[O:33])[CH:46]=[CH:45]1 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CC1(C)[O:72][C:61](=[O:62])[C:10](CC2=CC=C(C#N)C=C2)=[C:11]([O-:12])[O:82]1.C[C:20]1=[CH:21][C:22](=[O:23])CC1>>CC1(C)[O:72][C:61](=[O:62])[C:10](CC2=CC=C(C#N)C=C2)([C:20]2(C)CC[C:22]([O-:23])=[CH:21]2)[C:11](=[O:12])[O:82]1 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"C1=CC=C(CC2C[O:62][C:11]([O-:12])=[N:10]2)C=C1.C1=CC=C(N(C2=CC=CC=C2)[C:34]2=[CH:33][CH:32]=[C:31]([CH+:20][C:41]3=[CH:42][CH:43]=[C:44](N(C4=CC=CC=C4)C4=CC=CC=C4)[CH:45]=[CH:46]3)[CH:36]=[CH:35]2)C=C1>>C1=CC=C(CC2C[O:62][C:11](=[O:12])[N:10]2[CH:20]([C:31]2=[CH:32][CH:33]=[C:34](N(C3=CC=CC=C3)C3=CC=CC=C3)[CH:35]=[CH:36]2)[C:41]2=[CH:42][CH:43]=[C:44](N(C3=CC=CC=C3)C3=CC=CC=C3)[CH:45]=[CH:46]2)C=C1 10,11=10,20;12=11,12"
"CO[C:34]1=[CH:33][CH:32]=[C:31](/[CH:20]=[C:21](\C[N+]2=CC=C(N(C)C)C=C2)[C:22](C)=[O:23])[CH:43]=[CH:44]1.C[N:61](C)[NH2:10]>>CO[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]([NH2+:10][N:61](C)C)[C:21](C[N+]2=CC=C(N(C)C)C=C2)=[C:22](C)[O-:23])[CH:43]=[CH:44]1 10=20;20,21=21,22;22,23=23"
"C1=CC=C([C:22]2=[O+:23][C:32]3=[C:31](C=CC=C3)[CH:20]=[CH:21]2)C=C1.C1CC[N:12]([C:11]2=[CH:10]CCCC2)CC1>>C1=CC=C([C:22]2=[CH:21][CH:20]([CH:10]3CCCC[C:11]3=[N+:12]3CCCCC3)[C:31]3=[C:32](C=CC=C3)[O:23]2)C=C1 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"C1C[N+:23](=[CH:22]/[CH:21]=[CH:20]/[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)CCO1.[O+]#C[Re-5:11](C#[O+])(C#[O+])(C#[O+])([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[H:10]>>C1C[N:23]([CH:22]=[CH:21][CH:20]([H:10])[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)CCO1.[O+]#C[Re-4:11](C#[O+])(C#[O+])(C#[O+])[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1 10,11=10,20;20,21=21,22;22,23=23"
"C1=CC=C([S:32]([CH:21]=[CH2:20])(=[O:33])=[O:34])C=C1.C[N:74]1[C:61](=[O:62])[N:10]=[C:11]([O-:12])[CH:72]=[CH:73]1>>C[N:74]1[C:61](=[O:62])[N:10]([CH2:20][CH-:21][S:32](C2=CC=CC=C2)(=[O:33])=[O:34])[C:11](=[O:12])[CH:72]=[CH:73]1 10,11=10,20;12=11,12;20,21=21"
"C[C:11]1=[CH:10][C:61]2=[C:62]([NH:12]1)[CH:63]=[CH:64][C:73](Cl)=[CH:72]2.O=[N+]([O-])[C:33]1=[CH:32][C:21]([N+:22]([O-])=[O:23])=[CH:20][C:41]2=[N:42]O[N:35]=[C:34]12>>C[C:11]1=[NH+:12][C:62]2=[C:61]([CH:10]1[CH:20]1[C:21](=[N+:22]([O-])[O-:23])[CH:32]=[C:33]([N+](=O)[O-])[C:34]3=[N:35]O[N:42]=[C:41]13)[CH:72]=[C:73](Cl)[CH:64]=[CH:63]2 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CC[O:61]/[C:11](=[C:10](/[C:72](=[O:73])[O:83]CC)[C:91]1=[CH:92][CH:93]=[CH:94][CH:103]=[CH:102]1)[O-:12].CN(C)[C:44]1=[CH:43][CH:42]=[C:41]([CH:20]=[C:21]2[C:22](=[O:23])[N:51](C)C(=S)[N:52](C)[C:32]2=[O:33])[CH:46]=[CH:45]1>>CC[O:61][C:11]([C:10]([CH:20]([C:21]1=[C:22]([O-:23])[N:51](C)C(=S)[N:52](C)[C:32]1=[O:33])[C:41]1=[CH:42][CH:43]=[C:44](N(C)C)[CH:45]=[CH:46]1)([C:72](=[O:73])[O:83]CC)[C:91]1=[CH:92][CH:93]=[CH:94][CH:103]=[CH:102]1)=[O:12] 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CC1(C)[O:64][C:13]([O-:14])=[C:12]([CH:11]([H:10])[C:92]2=[CH:93][CH:94]=[CH:95][CH:104]=[CH:103]2)[C:73](=[O:74])[O:84]1.C[C:34]1=[CH:33][CH:32]=[C:31]([CH+:20][C:41]2=[CH:42][CH:43]=[C:44](OC3=CC=CC=C3)[CH:45]=[CH:46]2)[CH:36]=[CH:35]1>>CC1(C)[O:64][C:13](=[O:14])[C:12](=[CH:11][C:92]2=[CH:93][CH:94]=[CH:95][CH:104]=[CH:103]2)[C:73](=[O:74])[O:84]1.C[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]([H:10])[C:41]2=[CH:42][CH:43]=[C:44](OC3=CC=CC=C3)[CH:45]=[CH:46]2)[CH:36]=[CH:35]1 10,11=10,20;12,13=11,12;14=13,14"
"CC1=CC(C)=C([N+]2=C([C:22](/[CH:21]=[CH:20]/[C:31]3=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]3)=[O:23])N(C)C=C2)C(C)=C1.CN(C)C[C@@H]1CCC[NH:10]1>>CC1=CC(C)=C([N+]2=C([C:22](=[CH:21][CH:20]([NH+:10]3CCC[C@H]3CN(C)C)[C:31]3=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]3)[O-:23])N(C)C=C2)C(C)=C1 10=20;20,21=21,22;22,23=23"
"CO[C:12]1=[C:13]([B-](F)(F)F)[S:14][CH:10]=[CH:11]1.CO[C:34]1=[CH:33][CH:32]=[C:31]([C+:20]([C:41]2=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1>>CO[C:12]1=[CH:11][CH:10]([C:20]([C:31]2=[CH:32][CH:33]=[C:34](OC)[CH:35]=[CH:36]2)([C:41]2=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[S+:14]=[C:13]1[B-](F)(F)F 10,11=10,20;12,13=11,12;14=13,14"
"CC1=C[C:61]2=[C:62](C=C1)[NH:12][C:11](C)=[N:10]2.[O+]#C[Fe-2:21]1234(C#[O+])(C#[O+])C5CC[CH:20]1C2C3C54>>CC1=C[C:61]2=[C:62](C=C1)[NH+:12]=[C:11](C)[N:10]2[CH:20]1CCC2C3C4C1[Fe-3:21]234(C#[O+])(C#[O+])C#[O+] 10,11=10,20;12=11,12;20,21=21"
"C[C:22]([CH:21]=[CH2:20])=[O:23].C[Zr:11]12345678([CH3:10])(C9C1C21C=CC=CC13C94)C1C5C62C=CC=CC27C18>>C[C:22](=[CH:21][CH2:20][CH3:10])[O-:23].C[Zr+:11]12345678(C9C1C21C=CC=CC13C94)C1C5C62C=CC=CC27C18 10,11=10,20;20,21=21,22;22,23=23"
"C[Si:63]1(C)C[CH:11]([H:10])[CH2:62]1.[O+]#C[Cr-3:34]12345(C#[O+])(C#[O+])C6C1C2[C:33]3([C:32]#[C:31][C+:20]([C:41]1=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]1)[C:51]1=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]1)C4C65>>C[Si:63]1(C)C[CH+:11][CH2:62]1.[O+]#C[Cr-3:34]12345(C#[O+])(C#[O+])C6C1C2[C:33]3([C:32]#[C:31][C:20]([H:10])([C:41]1=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]1)[C:51]1=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]1)C4C65 10,11=10,20"
"O=[N+]([O-])[C:33]1=[CH:32][C:21]([N+:22]([O-])=[O:23])=[CH:20][C:34]([N+](=O)[O-])=[CH:33]1.[S-:10][C:61]#[N:62]>>O=[N+]([O-])[C:33]1=[CH:32][C:21](=[N+:22]([O-])[O-:23])[CH:20]([S:10][C:61]#[N:62])[C:34]([N+](=O)[O-])=[CH:33]1 10=20;20,21=21,22;22,23=23"
"C[C:63]([NH:12][C:11](C1=CC=C(Cl)C=C1)=[CH2:10])=[O:64].Cl[C:44]1=[CH:43][CH:42]=[C:41]([C+:20]2CC[CH:32]=[CH:31]2)[CH:52]=[CH:53]1>>C[C:63]([NH+:12]=[C:11](C1=CC=C(Cl)C=C1)[CH2:10][C:20]1([C:41]2=[CH:42][CH:43]=[C:44](Cl)[CH:53]=[CH:52]2)CC[CH:32]=[CH:31]1)=[O:64] 10,11=10,20;12=11,12"
"CC(C)(C)[C:23]1=[CH:22][C:21](=[CH:20]C(F)(F)F)[CH:32]=[C:33](C(C)(C)C)[C:24]1=[O:25].CO[C-:10]([S:61](C1=CC=CC=C1)(=[O:62])=[O:72])[S:81](C1=CC=CC=C1)(=[O:82])=[O:92]>>CO[C:10]([CH:20](C(F)(F)F)[C:21]1=[CH:22][C:23](C(C)(C)C)=[C:24]([O-:25])[C:33](C(C)(C)C)=[CH:32]1)([S:61](C1=CC=CC=C1)(=[O:62])=[O:72])[S:81](C1=CC=CC=C1)(=[O:82])=[O:92] 10=20;20,21=21,22;22,23=23,24;24,25=25"
"C[N+:21](C)=[CH:20][C:31]1=[CH:32][CH:33]=[C:34](C)[CH:35]=[CH:36]1.[H:10][Sn:11]([C:62]1=[CH:63][CH:64]=[CH:65][CH:66]=[CH:67]1)([C:72]1=[CH:73][CH:74]=[CH:75][CH:76]=[CH:77]1)[C:82]1=[CH:83][CH:84]=[CH:85][CH:86]=[CH:87]1>>C[N:21](C)[CH:20]([H:10])[C:31]1=[CH:32][CH:33]=[C:34](C)[CH:35]=[CH:36]1.[Sn+:11]([C:62]1=[CH:63][CH:64]=[CH:65][CH:66]=[CH:67]1)([C:72]1=[CH:73][CH:74]=[CH:75][CH:76]=[CH:77]1)[C:82]1=[CH:83][CH:84]=[CH:85][CH:86]=[CH:87]1 10,11=10,20;20,21=21"
"CC(C)(C)[O:33][C:22](/[N:21]=[N:20]/[C:41](=[O:42])[O:43]C(C)(C)C)=[O:23].CC[N+:62](CC)(C1=CC=CC=C1)[BH2-:11][H:10]>>CC(C)(C)[O:33][C:22](=[N:21][N:20]([H:10])[C:41](=[O:42])[O:43]C(C)(C)C)[O-:23].CC[N+:62](CC)(C1=CC=CC=C1)[BH2:11] 10,11=10,20;20,21=21,22;22,23=23"
"CC[O:34][C:32]([C:21](=[CH:20][C:41]1=[CH:42][CH:43]=[C:44](C#N)[CH:45]=[CH:46]1)[C:22](=[O:23])[O:39]CC)=[O:33].C[C:61]1=[N:10][CH:71]=[CH:72][NH:62]1>>CC[O:34][C:32]([C:21]([CH:20]([N+:10]1=[C:61](C)[NH:62][CH:72]=[CH:71]1)[C:41]1=[CH:42][CH:43]=[C:44](C#N)[CH:45]=[CH:46]1)=[C:22]([O-:23])[O:39]CC)=[O:33] 10=20;20,21=21,22;22,23=23"
