SMILES Labelled,Unnamed: 1,Unnamed: 2,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"[H:20][O:21]S(=O)(=O)O.CC1(C(=CCO1)O)[O:10]C>>CC1(C(=CCO1)O)[OH+]C.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][CH:21]1COC([C:22]1=[OH+:23])(C)OC.OS(=O)(=O)[O-:10]>>CC1(C(=CCO1)O)OC.OS(=O)(=O)O 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC1(C(=[O:10])CCO1)OC>>CC1(C(=[OH+])CCO1)OC.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"C[N:10]=[CH:20][O:21]P(=O)(Cl)Cl>>C[N+]#C.[O-]P(=O)(Cl)Cl 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][N+:21](=COP(=O)(Cl)Cl)C.[Cl-:10]>>CN=COP(=O)(Cl)Cl.Cl 10=20;20,21=21",Lone to sigma*,,,,,
CC[OH:10].C1CCO[CH+:20]C1>>CC[OH+]C1CCCCO1 10=20,Lone to empty,,,,,
"[H:20][O:21]S(=O)(=O)O.C1C[CH:10]=[CH:11]OC1>>C1CCO[CH+]C1.OS(=O)(=O)[O-] 10,11=10,20;20,21=21",Pi to sigma*,,,,,
"[H:20][O+:21](CC)C1CCCCO1.OS(=O)(=O)[O-:10]>>CCOC1CCCCO1.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"C1=CC=C[CH:10]=[CH:11]1.C[C+:20](C)C>>CC(C)(C)C1C=CC=C[CH+]1 10,11=10,20",Pi to empty,,,,,
"C[C:20](C)(C)[Cl+:21][Al-](Cl)(Cl)Cl>>C[C+](C)C.[Al-](Cl)(Cl)(Cl)Cl 20,21=21",Sigma to sigma*,,,,,
CC(C)(C)[Cl:10].[Al:20](Cl)(Cl)Cl>>CC(C)(C)[Cl+][Al-](Cl)(Cl)Cl 10=20,Lone to empty,,,,,
C[OH:10].C1=CC=C(C=C1)[C+:20](O)O>>C[OH+]C(c1ccccc1)(O)O 10=20,Lone to empty,,,,,
"[H:20][O+:21](C)C(C1=CC=CC=C1)(O)O.OS(=O)(=O)[O-:10]>>COC(c1ccccc1)(O)O.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.C1=CC=C(C=C1)C(=[O:10])O>>c1ccc(cc1)C(=[OH+])O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O+:21]=C(C1CCCCC1)O.OS(=O)(=O)[O-:10]>>C1CCC(CC1)C(=O)O.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"C1CCC(CC1)[C:20]([NH3+:21])(O)[OH:10]>>C1CCC(CC1)C(=[OH+])O.N 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][OH+:21]C(C1CCCCC1)([NH3+])O.OS(=O)(=O)[O-:10]>>C1CCC(CC1)C([NH3+])(O)O.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.C1CCC(CC1)C([NH2:10])([OH2+])O>>C1CCC(CC1)C([NH3+])([OH2+])O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"C1CCC(CC1)[C:20](=[OH+:21])N.[OH2:10]>>C1CCC(CC1)C(N)([OH2+])O 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O:21]S(=O)(=O)O.C1CCC(CC1)C(=[O:10])N>>C1CCC(CC1)C(=[OH+])N.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"C1=CC=C(C(=C1)C(=O)O)[N:10]=[N:20][OH2+:21]>>c1ccc(c(c1)C(=O)O)[N+]#N.O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][Cl:21].C1=CC=C(C(=C1)C(=O)O)N=N[OH:10]>>c1ccc(c(c1)C(=O)O)N=N[OH2+].[Cl-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][N+:21](=NO)C1=CC=CC=C1C(=O)O.[Cl-:10]>>c1ccc(c(c1)C(=O)O)N=NO.Cl 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][Cl:21].C1=CC=C(C(=C1)C(=O)O)[NH:12][N:11]=[O:10]>>c1ccc(c(c1)C(=O)O)[NH+]=NO.[Cl-] 10,11=10,20;12=11;20,21=21",Pi to sigma*,,,,,
"[H:20][NH+:21](C1=CC=CC=C1C(=O)O)N=O.[Cl-:10]>>c1ccc(c(c1)C(=O)O)NN=O.Cl 10=20;20,21=21",Lone to sigma*,,,,,
"C1=CC=C(C(=C1)C(=O)O)[NH2:10].[N:20]#[O+:21]>>c1ccc(c(c1)C(=O)O)[NH2+]N=O 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][Cl:21].N(=O)[OH:10].C1CCC(CC1)(CN)O.[Na+].C1CCC(C(C1)CN)O.O.[Cl-].[B-](F)(F)(F)F.CC12CCC3c4ccc(c(c4CCC3C1CCC2=O)N)OC>>N(=O)[OH2+].[Cl-].C1CCC(CC1)(CN)O.[Na+].C1CCC(C(C1)CN)O.O.[Cl-].[B-](F)(F)(F)F.CC12CCC3c4ccc(c(c4CCC3C1CCC2=O)N)OC 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O+:21](C)C1CCCCO1.OS(=O)(=O)[O-:10]>>COC1CCCCO1.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
C[OH:10].C1CCO[CH+:20]C1>>C[OH+]C1CCCCO1 10=20,Lone to empty,,,,,
"CC[OH+:21][CH:20]1CCCCO1>>CCO.C1CCO[CH+]C1 20,21=21",Sigma to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC[O:10]C1CCCCO1>>CC[OH+]C1CCCCO1.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][C:21]1(C=C(C=C[C+:22]1C(C)C)C(C)C)[N+](=O)[O-].[N+](=O)([O-:10])[O-]>>CC(C)c1ccc(c(c1)[N+](=O)[O-])C(C)C.[N+](=O)(O)[O-] 10=20;20,21=21,22",Lone to sigma*,,,,,
"CC(C)C1=C[CH:10]=[C:11](C=C1)C(C)C.[N+:20](=O)=[O:21]>>CC(C)C1=CC([C+](C=C1)C(C)C)[N+](=O)[O-] 10,11=10,20;20,21=21",Pi to pi*,,,,,
"[H:20][O:21][N+](=O)[O-].[N+](=O)([OH:10])[O-]>>[N+](=O)([OH2+])[O-].[N+](=O)([O-])[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[N+:20](=O)([OH2+:21])[O-:10].c1ccc2c(c1)c(cc(n2)O)O.CC(=O)[O-].Cc1nc(c(c(n1)O)[N+](=O)[O-])O.Cc1nc(cc(n1)O)O.OS(=O)(=O)[O-].O>>[N+](=O)=O.O.c1ccc2c(c1)c(cc(n2)O)O.CC(=O)[O-].Cc1nc(c(c(n1)O)[N+](=O)[O-])O.Cc1nc(cc(n1)O)O.OS(=O)(=O)[O-].O 10=20;20,21=21",Lone to sigma*,,,,,
"CCO[C+:20](C(CCC1=CC=CC=C1)O[Al-:11](C)(C)[CH3:10])C(C(F)(F)F)(F)F>>CCOC(C)(C(CCc1ccccc1)O[Al](C)C)C(C(F)(F)F)(F)F 10,11=10,20",Sigma to empty,,,,,
"CCO[C:20]1(C([O+:21]1[Al-](C)(C)C)CCC2=CC=CC=C2)C(C(F)(F)F)(F)F>>CCO[C+](C(CCc1ccccc1)O[Al-](C)(C)C)C(C(F)(F)F)(F)F 20,21=21",Sigma to sigma*,,,,,
CCOC1(C([O:10]1)CCC2=CC=CC=C2)C(C(F)(F)F)(F)F.C[Al:20](C)C>>CCOC1(C([O+]1[Al-](C)(C)C)CCc2ccccc2)C(C(F)(F)F)(F)F 10=20,Lone to empty,,,,,
"COC(=O)C1C2CCC3(CCCC2(C3=O)C[C:20]1([O-:10])[O:21]C)C(=O)OC>>C[O-].COC(=O)C1C2CCC3(CCCC2(C3=O)CC1=O)C(=O)OC 10=20;20,21=21",Lone to sigma*,,,,,
"COC(=O)C[C:10]1=[C:11](C(CCC1)(CC[CH:20]=[CH:21][C:22](=[O:23])OC)C(=O)OC)[O-:12]>>COC(=O)CC12CCCC(C1=O)(CCC2C=C([O-])OC)C(=O)OC 10,11=10,20;12=11;20,21=21,22;22,23=23",Pi to pi*,,,,,
"CO[C:20](=[O:21])CC12CCCC(C1=O)(CCC2[CH:10]=[C:11]([O-:12])OC)C(=O)OC>>COC(=O)C1C2CCC3(CCCC2(C3=O)CC1([O-])OC)C(=O)OC 10,11=10,20;12=11;20,21=21",Pi to pi*,,,,,
"[H:20][C:21]1(CCCC([C:22]1=[O:23])(C[CH:10]=[CH:11][CH:12]=[C:13]([O-:14])OC)C(=O)OC)CC(=O)OC>>COC(=O)CC1=C(C(CCC1)(CCC=CC(=O)OC)C(=O)OC)[O-] 10,11=10,20;12,13=11,12;14=13;20,21=21,22;22,23=23",Pi to sigma*,,,,,
"COC(=O)CC1CCC[C:10](=[C:11]1[O-:12])C(=O)OC.CO[C:24](=[O:25])[CH:23]=[CH:22][CH:21]=[CH2:20]>>COC(=O)CC1CCCC(C1=O)(CC=CC=C([O-])OC)C(=O)OC 10,11=10,20;12=11;20,21=21,22;22,23=23,24;24,25=25",Pi to pi*,,,,,
"[H:20][O+:21]=C1CC2(CCCCC2=C)CC(O1)CC.[OH2:10]>>CCC1CC2(CCCCC2=C)CC(=O)O1.[OH3+] 10=20;20,21=21",Lone to sigma*,,,,,
"CCC1CC2(CCCCC2=C)CC(O1)(O)[OH:10].[H:20][OH2+:21]>>CCC1CC2(CCCCC2=C)CC(O1)([OH2+])O.O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O+:21]1C(CC2(CCCCC2=C)CC1(O)O)CC.[OH2:10]>>CCC1CC2(CCCCC2=C)CC(O1)(O)O.[OH3+] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][OH2+:21].CCC(CC1(CCCCC1=C)CC(=[O:10])O)O>>CCC(CC1(CCCCC1=C)CC(=[OH+])O)O.O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][OH2+:21].CCC(CC1(CCCCC1=C)CC(=O)[O-:10])O>>CCC(CC1(CCCCC1=C)CC(=O)O)O.O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][OH2+:21].CCC(CC1(CCCCC1=C)CC(=O)[O-])[O-:10]>>CCC(CC1(CCCCC1=C)CC(=O)[O-])O.O 10=20;20,21=21",Lone to sigma*,,,,,
"CCC1CC2(CCCCC2=C)C[C:20](O1)([OH2+:21])[OH:10]>>CCC1CC2(CCCCC2=C)CC(=[OH+])O1.O 10=20;20,21=21",Lone to sigma*,,,,,
"CCC(CC1(CCCCC1=C)C[C:20](=[OH+:21])O)[OH:10]>>CCC1CC2(CCCCC2=C)CC([OH+]1)(O)O 10=20;20,21=21",Lone to pi*,,,,,
"C=C1CCCCC1([CH2:10][Mg:11]O2)C3C2CCCC3.O=[C:20]=[O:21]>>C=C4CCCCC4([CH2:10][C:20]([O-:21])=O)C5C(O[Mg+:11])CCCC5 10,11=10,20;20,21=21",Sigma to pi*,dvv replaced 3/2/21,,,,
"C1CC[C:10]2=[C:11](C1)[CH2:12][Mg:13]C2.CCC1[CH2:20][O:21]1>>CCC(CC1(CCCCC1=C)C[Mg+])[O-] 10,11=10,20;12,13=11,12;20,21=21",Pi to sigma*,,,,,
"[H:20][C:21]1([CH:22]=[CH:23][C+:24](O1)C)C2C(=O)OC3C2(OCC3O)O.OS(=O)(=O)[O-:10]>>Cc1ccc(o1)C2C(=O)OC3C2(OCC3O)O.OS(=O)(=O)O 10=20;20,21=21,22;22,23=23,24",Lone to sigma*,,,,,
"C[C:20]1(C=CC(O1)C2(C(=O)OC3C2(OCC3O)O)O)[OH2+:21]>>C[C+]1C=CC(O1)C2(C(=O)OC3C2(OCC3O)O)O.O 20,21=21",Sigma to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC1(C=CC(O1)C2C(=O)OC3C2(OCC3O)O)[OH:10]>>CC1(C=CC(O1)C2C(=O)OC3C2(OCC3O)O)[OH2+].OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O+:21]1C(C=CC1(C)O)C2C(=O)OC3C2(OCC3O)O.OS(=O)(=O)[O-:10]>>CC1(C=CC(O1)C2C(=O)OC3C2(OCC3O)O)O.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC(=[O:10])C=CC(C1C(=O)OC2C1(OCC2O)O)O>>CC(=[OH+])C=CC(C1C(=O)OC2C1(OCC2O)O)O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"C[C:20](=[OH+:21])C=CC(C1(C(=O)OC2C1(OCC2O)O)O)[OH:10]>>CC1(C=CC([OH+]1)C2(C(=O)OC3C2(OCC3O)O)O)O 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21]1CC(C2C1(C(C(=O)O2)C(C=CC(=O)C)O)O)O.OS(=O)(=O)[O-:10]>>CC(=O)C=CC(C1C(=O)OC2C1(OCC2O)O)O.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"CC(=O)C=CC(C1([C:20](=[OH+:21])C(OC1=O)C(C[OH:10])O)O)O>>CC(=O)C=CC(C1(C(=O)OC2C1([OH+]CC2O)O)O)O 10=20;20,21=21",Lone to pi*,,,,,
"CC(=O)C=C[CH:20]=[OH+:21].C(C(C1[C:11](=[C:10](C(=O)O1)O)[OH:12])O)O>>CC(=O)C=CC(C1(C(=[OH+])C(OC1=O)C(CO)O)O)O 10,11=10,20;12=11;20,21=21",Pi to pi*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC(=O)C=CC=[O:10]>>CC(=O)C=CC=[OH+].OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CO[P:10](OC)OC.C1=CC=C(C=C1)[CH2:20][Cl:21]>>CO[P+](Cc1ccccc1)(OC)OC.[Cl-] 10=20;20,21=21",Lone to sigma*,,,,,
"CCOC(=O)[CH:20](C(C)(C1=CC=CC=C1)[O-:10])[Cl:21]>>CCOC(=O)C1C(O1)(C)c2ccccc2.[Cl-] 10=20;20,21=21",Lone to sigma*,,,,,
"CCO[C:11](=[CH:10]Cl)[O-:12].C[C:20](=[O:21])C1=CC=CC=C1>>CCOC(=O)C(C(C)(c1ccccc1)[O-])Cl 10,11=10,20;12=11;20,21=21",Pi to pi*,,,,,
"[H:20][CH:21]([C:22](=[O:23])OCC)Cl.[NH2-:10]>>CCOC(=CCl)[O-].N 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CC(C)O[C:11]([C:10](=[C:20](C1=CC=CC=C1)[Cl:21])C)([O-:12])OC>>CC#Cc1ccccc1.CC(C)OC(=O)OC.[Cl-] 10,11=10,20;12=11;20,21=21",Sigma to sigma*,,,,,
"CC(C)[O-:10].CC(=C(C1=CC=CC=C1)Cl)[C:20](=[O:21])OC>>CC(C)OC(C(=C(c1ccccc1)Cl)C)([O-])OC 10=20;20,21=21",Lone to pi*,,,,,
"[B-:20](C1(C=CC=C[CH+]1)[Si](C)(C)C)(Cl)(Cl)[Cl:21]>>B(C1(C=CC=C[CH+]1)[Si](C)(C)C)(Cl)Cl.[Cl-] 20,21=21",Sigma to sigma*,,,,,
"CCC(C)[CH+:20]CCC(C)(C)[C:11]1=[CH:10]C=CC=C1>>CCC(C)C1CCC([C+]2C1C=CC=C2)(C)C 10,11=10,20",Pi to empty,,,,,
"CC[C:20](C)(CCCC(C)(C)C1=CC=CC=C1)[Cl+:21][Al-](Cl)(Cl)Cl>>CC[C+](C)CCCC(C)(C)c1ccccc1.[Al-](Cl)(Cl)(Cl)Cl 20,21=21",Sigma to sigma*,,,,,
CCC(C)(CCCC(C)(C)C1=CC=CC=C1)[Cl:10].[Al:20](Cl)(Cl)Cl>>CCC(C)(CCCC(C)(C)c1ccccc1)[Cl+][Al-](Cl)(Cl)Cl 10=20,Lone to empty,,,,,
"CCO[CH:11]([N:10]=[C:20](C1CCCC1)[S:21](=O)(=O)C2CCC(CC2)C)[O-:12]>>CCOC=O.CC1CCC(CC1)[S-](=O)=O.C1CCC(C1)C#N 10,11=10,20;12=11;20,21=21",Sigma to sigma*,,,,,
"CC[O-:10].CC1CCC(CC1)S(=O)(=O)C(=N[CH:20]=[O:21])C2CCCC2>>CCOC(N=C(C1CCCC1)S(=O)(=O)C2CCC(CC2)C)[O-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O:21]CC.CC1CCC(CC1)S(=O)(=O)[C:11](=[C:10]2CCCC2)[N-:12]C=O>>CC[O-].CC1CCC(CC1)S(=O)(=O)C(=NC=O)C2CCCC2 10,11=10,20;12=11;20,21=21",Pi to sigma*,,,,,
"[H:20][C:21]1(C2(CCCC2)OC=N1)S(=O)(=O)C3CCC(CC3)C.CC[O-:10]>>CCO.CC1CCC(CC1)S(=O)(=O)[C-]2C3(CCCC3)OC=N2 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]CC.CC1CCC(CC1)S(=O)(=O)C2C3(CCCC3)O[C-:10]=N2>>CC[O-].CC1CCC(CC1)S(=O)(=O)C2C3(CCCC3)OC=N2 10=20;20,21=21",Lone to sigma*,,,,,
"CC1CCC(CC1)S(=O)(=O)C(C2(CCCC2)[O-:10])[N+:21]#[C-:20]>>CC1CCC(CC1)S(=O)(=O)C2C3(CCCC3)O[C-]=N2 10=20;20,21=21",Lone to pi*,,,,,
"CC1CCC(CC1)S(=O)(=O)[CH-:10][N+]#[C-].C1CC[C:20](=[O:21])C1>>CC1CCC(CC1)S(=O)(=O)C(C2(CCCC2)[O-])[N+]#[C-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][CH:21]([N+]#[C-])S(=O)(=O)C1CCC(CC1)C.CC(C)(C)[O-:10]>>CC1CCC(CC1)S(=O)(=O)[CH-][N+]#[C-].CC(C)(C)O 10=20;20,21=21",Lone to sigma*,,,,,
"CC(C)C1CCC2[C:20]1([CH-:10]C(=O)C3C2CCC4=CC=CC=C34)[OH:21]>>CC(C)C1CCC2C1=CC(=O)C3C2CCc4c3cccc4.[OH-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][CH:21]1C(=O)C2C(CCC3=C2C=CC=C3)C4C1(C(CC4)C(C)C)O.CC(C)C1CC[CH:10]=[C:11]1[O-:12]>>CC(C)C1CCCC1=O.CC(C)C1CCC2C1([CH-]C(=O)C3C2CCc4c3cccc4)O 10,11=10,20;12=11;20,21=21",Pi to sigma*,,,,,
"[H:20][CH:21]1CCC([C:22]1=[O:23])C(C)C.CC(C)C1CCC2C1(CC(=O)C3C2CCC4=CC=CC=C34)[O-:10]>>CC(C)C1CCC=C1[O-].CC(C)C1CCC2C1(CC(=O)C3C2CCc4c3cccc4)O 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CC(C)C1CCC([C:20]1=[O:21])C2CCC3=C(C2[C:11](=[CH2:10])[O-:12])C=CC=C3>>CC(C)C1CCC2C1(CC(=O)C3C2CCc4c3cccc4)[O-] 10,11=10,20;12=11;20,21=21",Pi to pi*,,,,,
"[H:20][CH2:21][C:22](=[O:23])C1C(CCC2=C1C=CC=C2)C3CC[C:10](=[C:11]3[O-:12])C(C)C>>CC(C)C1CCC(C1=O)C2CCc3ccccc3C2C(=C)[O-] 10,11=10,20;12=11;20,21=21,22;22,23=23",Pi to sigma*,,,,,
"CC(C)(C)[C-:12]1C=C[CH:10]=[CH:11]1.[H:20][O:21]CC>>CC[O-].CC(C)(C)C1=CCC=C1 10,11=10,20;12=11;20,21=21",Pi to sigma*,,,,,
"C[C:20](C)([C-:10]1C=CC=C1)[OH:21]>>CC(=C1C=CC=C1)C.[OH-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][C:21]1(C=CC=C1)C(C)(C)O.CC[O-:10]>>CCO.CC(C)([c-]1cccc1)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]CC.CC(C)(C1C=CC=C1)[O-:10]>>CC[O-].CC(C)(C1C=CC=C1)O 10=20;20,21=21",Lone to sigma*,,,,,
"C[C:20](=[O:21])C.[CH-:10]1C=CC=C1>>CC(C)(C1C=CC=C1)[O-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][CH:21]1C=CC=C1.CC[O-:10]>>CCO.[cH-]1cccc1 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][OH:21].C[C:11](=[CH:10]CC1(C(=O)CCCC1=O)CC=C)[O-:12]>>CC(=O)CCC1(C(=O)CCCC1=O)CC=C.[OH-] 10,11=10,20;12=11;20,21=21",Pi to sigma*,,,,,
"C[C:22](=[O:23])[CH:21]=[CH2:20].C=CC[C:10]1=[C:11](CCCC1=O)[O-:12]>>CC(=CCC1(C(=O)CCCC1=O)CC=C)[O-] 10,11=10,20;12=11;20,21=21,22;22,23=23",Pi to pi*,,,,,
"[H:20][C:21]1(C(=O)CCC[C:22]1=[O:23])CC=C.[OH-:10]>>C=CCC1=C(CCCC1=O)[O-].O 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"[H:20][C:21]12COC3C([C+:22]1C(=C4C(=C2)OCO4)Br)C=CC5C3OC(O5)(C)C.C(F)(F)(F)S(=O)(=O)[O-:10]>>CC1(OC2C=CC3c4c(cc5c(c4Br)OCO5)COC3C2O1)C.C(F)(F)(F)S(=O)(=O)O 10=20;20,21=21,22",Lone to sigma*,,,,,
"CC1(OC2[CH+:22][CH:21]=[CH:20]C(C2O1)OC[C:10]3=[C:11](C4=C(C=C3)OCO4)Br)C>>CC1(OC2C=CC3C(C2O1)OCC34C=CC5=C([C+]4Br)OCO5)C 10,11=10,20;20,21=21,22",Pi to pi*,,,,,
"[H:20][C:21]12[CH+:22]C3=C(C(=C1COC4C2C=CC5C4OC(O5)(C)C)Br)OCO3.C(F)(F)(F)S(=O)(=O)[O-:10]>>CC1(OC2C=CC3c4cc5c(c(c4COC3C2O1)Br)OCO5)C.C(F)(F)(F)S(=O)(=O)O 10=20;20,21=21,22",Lone to sigma*,,,,,
"CC1(OC2[CH+:22][CH:21]=[CH:20]C(C2O1)OCC3=C(C4=C([CH:11]=[CH:10]3)OCO4)Br)C>>CC1(OC2C=CC3C4[CH+]C5=C(C(=C4COC3C2O1)Br)OCO5)C 10,11=10,20;20,21=21,22",Pi to pi*,,,,,
"CC1(OC2C(C=CC(C2O1)OCC3=C(C4=C(C=C3)OCO4)Br)[OH:10])C.C(F)(F)(F)[S:20](=[O:21])(=O)OS(=O)(=O)C(F)(F)F>>CC1(OC2C(C=CC(C2O1)OCC3=C(C4=C(C=C3)OCO4)Br)[OH+:10][S:20](=O)(C(F)(F)F)([O-:21])OS(=O)(=O)C(F)(F)F)C 10=20;20,21=21",Lone to pi*,dvv fixed 2/19/21 - NOW Lone to pi*,,,,
"[H:10][BH3-:11].CCCC[N+:21]1=[C:20](CCCC1)C>>B.CCCCN1CCCCC1C 10,11=10,20;20,21=21",Sigma to pi*,,,,,
"CCCC[N:10]=[N+:11]=[N-:12].C[C+:20]1CCCC1>>CCCCN(C1(CCCC1)C)[N+]#N 10,11=10,20;12=11",Pi to empty,,,,,
"C[C:20]1(CCCC1)[OH2+:21]>>C[C+]1CCCC1.O 20,21=21",Sigma to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)C(F)(F)F.CC1(CCCC1)[OH:10]>>CC1(CCCC1)[OH2+].C(F)(F)(F)S(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"COC1COC(C(C1OC)[O-:10])OC.[CH3:20][O:21]S(=O)(=O)C>>COC1COC(C(C1OC)OC)OC.CS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"COC1COC(C(C1OC)OS(=O)(=O)C)[O-:10].[CH3:20][O:21]S(=O)(=O)C>>COC1COC(C(C1OC)OS(=O)(=O)C)OC.CS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"C1CCC(CC1)([CH2:20][N+:21]#N)[O-:10]>>C1CCC2(CC1)CO2.N#N 10=20;20,21=21",Lone to sigma*,,,,,
"C1CC[C:11]([CH2:10]C1)([CH2:20][N+:21]#N)[O-:12]>>C1CCCC(=O)CC1.N#N 10,11=10,20;12=11;20,21=21",Sigma to sigma*,,,,,
"[CH2:10]=[N+:11]=[N-:12].C1CC[C:20](=[O:21])CC1>>C1CCC(CC1)(C[N+]#N)[O-] 10,11=10,20;12=11;20,21=21",Pi to pi*,,,,,
"[H:20][C:21]1(CCC[C:22]1=[O:23])C(=O)OCC.CC[O-:10]>>CCO.CCOC(=O)C1=C(CCC1)[O-] 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CCO[C:20](=[O:21])CCC[CH:10]=[C:11]([O-:12])OCC>>CCOC(=O)C1CCCC1([O-])OCC 10,11=10,20;12=11;20,21=21",Pi to pi*,,,,,
"CCOC(=O)C1CCC[C:20]1([O-:10])[O:21]CC>>CC[O-].CCOC(=O)C1CCCC1=O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][CH:21](CCCC(=O)OCC)[C:22](=[O:23])OCC.CC[O-:10]>>CCO.CCOC(=O)CCCC=C([O-])OCC 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"[H:20][N+:21](C)(C)C.CCO[C:11](=[C:10](C)C)[O-:12]>>CCOC(=O)C(C)C.CN(C)C 10,11=10,20;12=11;20,21=21",Pi to sigma*,,,,,
"CC[O-:10].CC(=[C:20]=[O:21])C>>CCOC(=C(C)C)[O-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O:21]CC.CC[N:10](CC)CC>>CC[NH+](CC)CC.CC[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][C:21](C)(C)[C:22](=O)[Cl:23].CC[N:10](CC)CC>>CC[NH+](CC)CC.CC(=C=O)C.[Cl-] 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"[H:20][C:21]1(C(=O)C(=C([C:22]1=[O:23])O)C)C(=O)C(=O)OCC.CC[O-:10]>>CCO.CCOC(=O)C(=O)C1=C(C(=C(C1=O)C)O)[O-] 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CCOC(=O)C(=O)C1C(=O)C(=C([C:20]1([O-:10])[O:21]CC)O)C>>CC[O-].CCOC(=O)C(=O)C1C(=O)C(=C(C1=O)O)C 10=20;20,21=21",Lone to sigma*,,,,,
"CCOC(=O)C(=O)[CH:10]=[C:11](C(=C([C:20](=[O:21])OCC)O)C)[O-:12]>>CCOC(=O)C(=O)C1C(=O)C(=C(C1([O-])OCC)O)C 10,11=10,20;12=11;20,21=21",Pi to pi*,,,,,
"[H:20][CH:21]([C:22](=[O:23])C(=C(C(=O)OCC)O)C)C(=O)C(=O)OCC.CC[O-:10]>>CCO.CCOC(=O)C(=O)C=C(C(=C(C(=O)OCC)O)C)[O-] 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CCOC(=O)C(=C(C)C(=O)C[C:20](C(=O)OCC)([O-:10])[O:21]CC)O>>CC[O-].CCOC(=O)C(=O)CC(=O)C(=C(C(=O)OCC)O)C 10=20;20,21=21",Lone to sigma*,,,,,
